"","pk","Player","Yr","Yrs","allstar","PC1","College","rank","Class","Pos","School","G","MP","TRB","AST","STL","BLK","TOV","PF","PTS","FG.","X2P.","X3P.","FT.","PPG","RPG","APG","SPG","BPG","Year"
"11",13,"Kenneth Faried",2011,8,0,1.64988984519655,"Morehead State University","Lottery","SR","F","Morehead State",35,1216,508,37,67,82,92,108,605,0.623,0.623,0,0.577,17.3,14.5,1.1,1.9,2.3,2011
"12",14,"Chandler Parsons",2011,9,0,1.34671616821768,"Florida","Lottery","SR","F","Florida",36,1229,279,136,34,15,81,67,407,0.48,0.544,0.368,0.557,11.3,7.8,3.8,0.9,0.4,2011
"13",15,"Markieff Morris",2011,9,0,1.04916678402446,"Kansas","Non-Lottery","JR","C","Kansas",38,926,316,53,30,43,78,108,518,0.589,0.625,0.424,0.673,13.6,8.3,1.4,0.8,1.1,2011
"14",16,"Marcus Morris",2011,9,0,1.02807752898258,"Kansas","Non-Lottery","JR","F","Kansas",38,1076,290,62,32,24,67,97,654,0.57,0.62,0.342,0.688,17.2,7.6,1.6,0.8,0.6,2011
"15",19,"Tristan Thompson",2011,9,0,0.331128721719859,"Texas","Non-Lottery","FR","F","Texas",36,1104,282,45,34,86,64,100,471,0.546,0.546,0,0.487,13.1,7.8,1.3,0.9,2.4,2011
"16",20,"Alec Burks",2011,9,0,-0.945303110225727,"Colorado","Non-Lottery","SO","G","Colorado",38,1193,247,112,41,12,99,89,779,0.469,0.508,0.292,0.825,20.5,6.5,2.9,1.1,0.3,2011
"17",21,"Cory Joseph",2011,9,0,-2.15721544275249,"Texas","Non-Lottery","FR","G","Texas",36,1166,128,109,37,11,54,65,375,0.422,0.429,0.413,0.699,10.4,3.6,3,1,0.3,2011
"18",22,"E'Twaun Moore",2011,9,0,-2.51289165571852,"Purdue","Non-Lottery","SR","G","Purdue",34,1152,175,108,41,18,61,71,612,0.447,0.473,0.4,0.709,18,5.1,3.2,1.2,0.5,2011
"19",23,"Iman Shumpert",2011,9,0,-2.83658805531881,"Georgia Tech","Non-Lottery","JR","G","Georgia Tech",31,992,183,108,85,6,72,86,537,0.406,0.474,0.278,0.806,17.3,5.9,3.5,2.7,0.2,2011
"20",25,"Derrick Williams",2011,7,0,-2.91022117524772,"Arizona","Non-Lottery","FR","F","Richmond",27,121,28,3,3,1,9,22,45,0.52,0.556,0.429,0.762,1.7,1,0.1,0.1,0,2011
"21",25,"Derrick Williams",2011,7,0,-2.91022117524772,"Arizona","Non-Lottery","SO","F","Arizona",38,1141,314,43,37,26,100,106,741,0.595,0.601,0.568,0.746,19.5,8.3,1.1,1,0.7,2011
"22",26,"Shelvin Mack",2011,8,0,-3.53006931269115,"Butler","Non-Lottery","JR","G","Butler",38,1219,170,131,30,3,93,66,609,0.408,0.462,0.354,0.769,16,4.5,3.4,0.8,0.1,2011
"23",27,"Jon Leuer",2011,8,0,-3.80938936791576,"Wisconsin","Non-Lottery","SR","F","Wisconsin",34,1139,246,56,17,30,54,75,621,0.47,0.513,0.37,0.843,18.3,7.2,1.6,0.5,0.9,2011
"24",28,"Kyle Singler",2011,6,0,-4.1233063272636,"Duke","Non-Lottery","SR","F","Duke",37,1286,253,60,34,12,70,98,625,0.43,0.497,0.321,0.806,16.9,6.8,1.6,0.9,0.3,2011
"25",29,"Norris Cole",2011,6,0,-4.20625620084692,"Cleveland State University","Non-Lottery","SR","G","Cleveland State",36,1285,210,191,80,3,97,87,780,0.439,0.473,0.342,0.853,21.7,5.8,5.3,2.2,0.1,2011
"26",30,"Lavoy Allen",2011,6,0,-4.73617463169485,"Temple","Non-Lottery","SR","F","Temple",33,1120,283,75,23,61,54,75,382,0.48,0.49,0.294,0.697,11.6,8.6,2.3,0.7,1.8,2011
